dS	dN	dN/dS	Mouse	Ensembl
1.35650	0.05690	23.8401	ENSMUSG00000039483	ENSG00000148331
1.20510	0.08730	13.8041	ENSMUSG00000026820	ENSG00000148334
0.74370	0.02440	30.4795	ENSMUSG00000026857	ENSG00000148335
0.64010	0.20640	3.10126	ENSMUSG00000039205	ENSG00000148337
0.64040	0.01310	48.8855	ENSMUSG00000026819	ENSG00000148339
0.51960	0.01600	32.475	ENSMUSG00000026860	ENSG00000148341
0.84690	0.03460	24.4769	ENSMUSG00000026858	ENSG00000148343
0.74350	0.06280	11.8392	ENSMUSG00000026792	ENSG00000148356
0.70210	0.09090	7.72387	ENSMUSG00000000194	ENSG00000148358
0.71860	0.15460	4.64812	ENSMUSG00000047617	ENSG00000148362
1.07460	0.14160	7.58898	ENSMUSG00000026925	ENSG00000148384
0.66790	0.19390	3.44456	ENSMUSG00000026924	ENSG00000148396
0.83170	0.24990	3.32813	ENSMUSG00000026975	ENSG00000148399
1.05480	0.03950	26.7038	ENSMUSG00000026923	ENSG00000148400
1.18150	0.03490	33.8539	ENSMUSG00000026932	ENSG00000148411
0.17360	0.05320	3.26316	ENSMUSG00000051154	ENSG00000148444
0.89890	0.13890	6.47156	ENSMUSG00000023094	ENSG00000148450
0.70300	0.01280	54.9219	ENSMUSG00000026727	ENSG00000148484
0.54380	0.06500	8.36615	ENSMUSG00000024238	ENSG00000148516
0.61690	0.05790	10.6546	ENSMUSG00000075000	ENSG00000148572
0.57810	0.00950	60.8526	ENSMUSG00000025280	ENSG00000148606
0.37290	0.01500	24.86	ENSMUSG00000020064	ENSG00000148634
0.27080	0.00090	300.889	ENSMUSG00000021820	ENSG00000148660
0.31890	0.01180	27.0254	ENSMUSG00000021794	ENSG00000148672
0.56940	0.03930	14.4885	ENSMUSG00000025026	ENSG00000148700
0.63030	0.02730	23.0879	ENSMUSG00000020109	ENSG00000148719
0.36780	0.02280	16.1316	ENSMUSG00000020091	ENSG00000148730
0.36740	0.00410	89.6098	ENSMUSG00000024985	ENSG00000148737
0.97560	0.09480	10.2911	ENSMUSG00000025464	ENSG00000148832
0.88780	0.17540	5.06157	ENSMUSG00000025068	ENSG00000148834
0.40320	0.14110	2.85755	ENSMUSG00000055491	ENSG00000148840
0.57250	0.11090	5.16231	ENSMUSG00000025047	ENSG00000148843
0.67720	0.03450	19.629	ENSMUSG00000030844	ENSG00000148908
0.44830	0.04370	10.2586	ENSMUSG00000038187	ENSG00000148925
0.43660	0.02580	16.9225	ENSMUSG00000030990	ENSG00000148985
0.45370	0.13670	3.31895	ENSMUSG00000071645	ENSG00000149016
0.42980	0.11130	3.86164	ENSMUSG00000027195	ENSG00000149084
0.74750	0.04530	16.5011	ENSMUSG00000040479	ENSG00000149091
0.40460	0.00250	161.84	ENSMUSG00000027170	ENSG00000149100
0.62320	0.18230	3.41854	ENSMUSG00000023224	ENSG00000149131
0.70440	0.01020	69.0588	ENSMUSG00000027067	ENSG00000149136
0.50540	0.03220	15.6957	ENSMUSG00000040591	ENSG00000149179
0.43420	0.03630	11.9614	ENSMUSG00000027255	ENSG00000149182
0.26420	0.00190	139.053	ENSMUSG00000005506	ENSG00000149187
0.25650	0.01470	17.449	ENSMUSG00000062797	ENSG00000149196
0.49430	0.02900	17.0448	ENSMUSG00000032009	ENSG00000149212
0.60680	0.14580	4.16187	ENSMUSG00000037419	ENSG00000149218
1.02150	0.02320	44.0302	ENSMUSG00000070436	ENSG00000149257
0.76820	0.03600	21.3389	ENSMUSG00000035547	ENSG00000149260
0.38920	0.01530	25.4379	ENSMUSG00000025133	ENSG00000149262
0.40860	0.03230	12.6502	ENSMUSG00000030774	ENSG00000149269
0.47990	0.00190	252.579	ENSMUSG00000030744	ENSG00000149273
0.56370	0.04190	13.4535	ENSMUSG00000025894	ENSG00000149313
0.38540	0.00280	137.643	ENSMUSG00000030842	ENSG00000149357
0.54220	0.03930	13.7964	ENSMUSG00000032115	ENSG00000149428
0.59130	0.08360	7.07297	ENSMUSG00000034371	ENSG00000149476
0.37060	0.00720	51.4722	ENSMUSG00000071646	ENSG00000149480
0.46200	0.03800	12.1579	ENSMUSG00000024666	ENSG00000149483
0.46830	0.03660	12.7951	ENSMUSG00000071647	ENSG00000149499
0.24290	0.00620	39.1774	ENSMUSG00000034820	ENSG00000149532
0.55880	0.02090	26.7368	ENSMUSG00000071649	ENSG00000149541
0.30720	0.00850	36.1412	ENSMUSG00000062762	ENSG00000149547
0.41130	0.02300	17.8826	ENSMUSG00000032118	ENSG00000149557
0.52090	0.17530	2.97148	ENSMUSG00000001946	ENSG00000149564
0.60380	0.02060	29.3107	ENSMUSG00000034908	ENSG00000149577
0.46170	0.04670	9.88651	ENSMUSG00000002032	ENSG00000149582
0.49590	0.01340	37.0075	ENSMUSG00000032085	ENSG00000149591
0.40010	0.05900	6.78136	ENSMUSG00000056941	ENSG00000149600
0.43250	0.18560	2.33028	ENSMUSG00000027635	ENSG00000149636
0.47610	0.02570	18.5253	ENSMUSG00000039108	ENSG00000149657
0.56700	0.03090	18.3495	ENSMUSG00000038848	ENSG00000149658
0.86450	0.09160	9.43777	ENSMUSG00000038990	ENSG00000149679
0.41710	0.09750	4.27795	ENSMUSG00000047656	ENSG00000149743
0.57260	0.11310	5.06278	ENSMUSG00000037349	ENSG00000149761
0.86830	0.03820	22.7304	ENSMUSG00000024960	ENSG00000149782
0.64170	0.09100	7.05165	ENSMUSG00000007338	ENSG00000149792
0.64000	0.05970	10.7203	ENSMUSG00000045664	ENSG00000149798
0.37360	0.01050	35.581	ENSMUSG00000050299	ENSG00000149806
0.37360	0.01050	35.581	ENSMUSG00000038274	ENSG00000149806
0.66840	0.07690	8.69181	ENSMUSG00000024799	ENSG00000149809
0.82260	0.01940	42.4021	ENSMUSG00000024797	ENSG00000149823
0.61230	0.00060	1020.5	ENSMUSG00000030697	ENSG00000149923
0.48860	0.03710	13.1698	ENSMUSG00000063129	ENSG00000149925
0.50980	0.05430	9.38858	ENSMUSG00000059343	ENSG00000149925
0.43780	0.02660	16.4586	ENSMUSG00000030695	ENSG00000149925
0.86630	0.27370	3.16514	ENSMUSG00000042606	ENSG00000149929
0.52440	0.03930	13.3435	ENSMUSG00000059981	ENSG00000149930
0.39600	0.09910	3.99596	ENSMUSG00000060538	ENSG00000149932
0.57970	0.03950	14.6759	ENSMUSG00000025809	ENSG00000150093
0.53890	0.00390	138.179	ENSMUSG00000004096	ENSG00000150316
0.54960	0.06420	8.56075	ENSMUSG00000019947	ENSG00000150347
0.53810	0.04530	11.8786	ENSMUSG00000038506	ENSG00000150401
0.90410	0.05650	16.0018	ENSMUSG00000038497	ENSG00000150403
0.45560	0.13430	3.39241	ENSMUSG00000032121	ENSG00000150433
0.50050	0.01050	47.6667	ENSMUSG00000061104	ENSG00000150459
0.50050	0.01050	47.6667	ENSMUSG00000021963	ENSG00000150459
0.54820	0.01460	37.5479	ENSMUSG00000024975	ENSG00000150593
0.46470	0.05540	8.38809	ENSMUSG00000039458	ENSG00000150712
0.67570	0.02080	32.4856	ENSMUSG00000022234	ENSG00000150753
0.61420	0.00780	78.7436	ENSMUSG00000026737	ENSG00000150867
1.18160	0.14260	8.28612	ENSMUSG00000029401	ENSG00000150977
0.96570	0.08170	11.8201	ENSMUSG00000029480	ENSG00000150990
0.90820	0.00090	1009.11	ENSMUSG00000008348	ENSG00000150991
0.57930	0.00610	94.9672	ENSMUSG00000030102	ENSG00000150995
0.67850	0.21640	3.1354	ENSMUSG00000041477	ENSG00000151065
0.45710	0.08720	5.24197	ENSMUSG00000021785	ENSG00000151092
0.19540	0.01200	16.2833	ENSMUSG00000060935	ENSG00000151135
0.74110	0.04090	18.1198	ENSMUSG00000029577	ENSG00000151148
0.70450	0.10690	6.59027	ENSMUSG00000029598	ENSG00000151176
0.64220	0.03790	16.9446	ENSMUSG00000021782	ENSG00000151208
0.48000	0.02560	18.75	ENSMUSG00000022451	ENSG00000151239
0.95310	0.09620	9.90748	ENSMUSG00000094103	ENSG00000151327
0.95310	0.09620	9.90748	ENSMUSG00000095595	ENSG00000151327
0.61110	0.02400	25.4625	ENSMUSG00000027198	ENSG00000151348
0.96790	0.12480	7.75561	ENSMUSG00000043061	ENSG00000151353
0.39420	0.01080	36.5	ENSMUSG00000026393	ENSG00000151414
0.47530	0.02350	20.2255	ENSMUSG00000021038	ENSG00000151445
0.41860	0.01320	31.7121	ENSMUSG00000043241	ENSG00000151461
0.45980	0.04400	10.45	ENSMUSG00000039128	ENSG00000151465
0.51690	0.05660	9.13251	ENSMUSG00000031969	ENSG00000151498
0.47880	0.10490	4.56435	ENSMUSG00000035443	ENSG00000151500
0.51960	0.00370	140.432	ENSMUSG00000031988	ENSG00000151502
0.51000	0.03190	15.9875	ENSMUSG00000015806	ENSG00000151552
0.74270	0.03920	18.9464	ENSMUSG00000033478	ENSG00000151553
0.81770	0.10500	7.78762	ENSMUSG00000026102	ENSG00000151689
0.56350	0.01730	32.5723	ENSMUSG00000020642	ENSG00000151692
0.47530	0.08070	5.88971	ENSMUSG00000018796	ENSG00000151726
0.42620	0.02070	20.5894	ENSMUSG00000031633	ENSG00000151729
0.54140	0.07870	6.87929	ENSMUSG00000020576	ENSG00000151779
0.59260	0.05190	11.4181	ENSMUSG00000029208	ENSG00000151806
0.39380	0.03060	12.8693	ENSMUSG00000033417	ENSG00000151893
0.25140	0.00340	73.9412	ENSMUSG00000030846	ENSG00000151923
0.43330	0.08090	5.356	ENSMUSG00000030847	ENSG00000151929
1.19800	0.18040	6.6408	ENSMUSG00000022671	ENSG00000152082
0.30740	0.00530	58	ENSMUSG00000037503	ENSG00000152102
0.49240	0.09270	5.31176	ENSMUSG00000039840	ENSG00000152223
0.55250	0.01230	44.9187	ENSMUSG00000025428	ENSG00000152234
0.28080	0.02260	12.4248	ENSMUSG00000047466	ENSG00000152242
1.20650	0.64700	1.86476	ENSMUSG00000056429	ENSG00000152291
0.31250	0.00330	94.697	ENSMUSG00000026667	ENSG00000152332
0.60140	0.16610	3.62071	ENSMUSG00000025898	ENSG00000152404
0.48810	0.06640	7.3509	ENSMUSG00000021690	ENSG00000152409
0.50690	0.02030	24.9704	ENSMUSG00000026643	ENSG00000152465
0.52080	0.00730	71.3425	ENSMUSG00000029640	ENSG00000152484
1.12090	0.09140	12.2637	ENSMUSG00000045817	ENSG00000152518
0.31040	0.02310	13.4372	ENSMUSG00000029647	ENSG00000152520
0.47570	0.01030	46.1845	ENSMUSG00000033065	ENSG00000152556
0.73350	0.45770	1.60258	ENSMUSG00000050912	ENSG00000152558
0.19090	0.00140	136.357	ENSMUSG00000027763	ENSG00000152601
0.98680	0.02370	41.6371	ENSMUSG00000050627	ENSG00000152642
0.57880	0.05290	10.9414	ENSMUSG00000024069	ENSG00000152683
0.60730	0.01350	44.9852	ENSMUSG00000042275	ENSG00000152684
0.25510	0.01430	17.8392	ENSMUSG00000029328	ENSG00000152795
0.48010	0.03190	15.0502	ENSMUSG00000021302	ENSG00000152904
0.52770	0.09920	5.31956	ENSMUSG00000021635	ENSG00000152942
0.30650	0.00970	31.5979	ENSMUSG00000030291	ENSG00000152944
0.77360	0.04440	17.4234	ENSMUSG00000021715	ENSG00000153015
0.68820	0.04390	15.6765	ENSMUSG00000059288	ENSG00000153046
0.49320	0.01620	30.4444	ENSMUSG00000008393	ENSG00000153048
0.51340	0.11460	4.47993	ENSMUSG00000022498	ENSG00000153066
0.37550	0.09380	4.0032	ENSMUSG00000022150	ENSG00000153071
0.46790	0.03960	11.8157	ENSMUSG00000014355	ENSG00000153107
0.57270	0.20170	2.83937	ENSMUSG00000021585	ENSG00000153113
0.42840	0.01090	39.3028	ENSMUSG00000031715	ENSG00000153147
0.82480	0.08120	10.1576	ENSMUSG00000025795	ENSG00000153179
0.37120	0.02060	18.0194	ENSMUSG00000039630	ENSG00000153187
0.39150	0.02870	13.6411	ENSMUSG00000100725	ENSG00000153187
0.48260	0.06780	7.11799	ENSMUSG00000003226	ENSG00000153201
0.58960	0.18290	3.22362	ENSMUSG00000026491	ENSG00000153207
0.31290	0.00370	84.5676	ENSMUSG00000026826	ENSG00000153234
0.37610	0.01550	24.2645	ENSMUSG00000026970	ENSG00000153250
0.25680	0.00140	183.429	ENSMUSG00000022378	ENSG00000153310
0.38940	0.01840	21.163	ENSMUSG00000022377	ENSG00000153317
0.44910	0.04010	11.1995	ENSMUSG00000033382	ENSG00000153339
0.49810	0.04450	11.1933	ENSMUSG00000047989	ENSG00000153391
0.85600	0.06290	13.6089	ENSMUSG00000021608	ENSG00000153395
0.45900	0.03310	13.8671	ENSMUSG00000039568	ENSG00000153443
114.26050	0.14960	763.773	ENSMUSG00000045969	ENSG00000153487
0.31350	0.02970	10.5556	ENSMUSG00000009741	ENSG00000153560
0.20600	0.00000	inf	ENSMUSG00000002222	ENSG00000153561
0.35680	0.04570	7.80744	ENSMUSG00000053604	ENSG00000153574
0.55780	0.08930	6.24636	ENSMUSG00000031954	ENSG00000153774
1.02020	0.02220	45.955	ENSMUSG00000031823	ENSG00000153786
0.70250	0.03040	23.1086	ENSMUSG00000045658	ENSG00000153823
0.31950	0.00860	37.1512	ENSMUSG00000026219	ENSG00000153827
0.66680	0.04730	14.0973	ENSMUSG00000056216	ENSG00000153879
0.47120	0.04950	9.51919	ENSMUSG00000032621	ENSG00000153914
0.72300	0.01860	38.871	ENSMUSG00000023852	ENSG00000153922
0.38310	0.16590	2.30922	ENSMUSG00000069769	ENSG00000153944
0.30960	0.05060	6.11858	ENSMUSG00000023068	ENSG00000153989
0.16750	0.00100	167.5	ENSMUSG00000021051	ENSG00000154001
0.60320	0.00740	81.5135	ENSMUSG00000022265	ENSG00000154122
0.46590	0.05080	9.17126	ENSMUSG00000046034	ENSG00000154124
0.30050	0.08880	3.38401	ENSMUSG00000011114	ENSG00000154144
0.45170	0.03490	12.9427	ENSMUSG00000022752	ENSG00000154174
0.84850	0.06970	12.1736	ENSMUSG00000040430	ENSG00000154217
0.44840	0.11120	4.03237	ENSMUSG00000028582	ENSG00000154222
0.58190	0.05300	10.9792	ENSMUSG00000018800	ENSG00000154265
0.78590	0.30620	2.56662	ENSMUSG00000056050	ENSG00000154305
0.59060	0.18160	3.2522	ENSMUSG00000035121	ENSG00000154328
0.51350	0.06170	8.32253	ENSMUSG00000039633	ENSG00000154359
1.23210	0.04740	25.9937	ENSMUSG00000020455	ENSG00000154370
0.55380	0.00140	395.571	ENSMUSG00000066979	ENSG00000154473
0.09300	0.02120	4.38679	ENSMUSG00000018770	ENSG00000154518
0.74140	0.13020	5.69432	ENSMUSG00000031636	ENSG00000154553
0.38550	0.00000	inf	ENSMUSG00000079658	ENSG00000154582
0.59970	0.10290	5.82799	ENSMUSG00000022889	ENSG00000154719
0.26550	0.09650	2.7513	ENSMUSG00000022890	ENSG00000154723
0.48040	0.01890	25.418	ENSMUSG00000008976	ENSG00000154727
0.63350	0.15350	4.12704	ENSMUSG00000030094	ENSG00000154767
0.47700	0.08600	5.54651	ENSMUSG00000034083	ENSG00000154781
0.76100	0.03610	21.0803	ENSMUSG00000032633	ENSG00000154803
0.39090	0.01730	22.5954	ENSMUSG00000021905	ENSG00000154813
0.41820	0.11420	3.662	ENSMUSG00000021906	ENSG00000154814
0.57550	0.01650	34.8788	ENSMUSG00000024560	ENSG00000154832
0.58460	0.08820	6.62812	ENSMUSG00000061950	ENSG00000154845
0.69950	0.16330	4.28353	ENSMUSG00000062526	ENSG00000154889
0.69750	0.06350	10.9843	ENSMUSG00000027452	ENSG00000154930
0.33070	0.03800	8.70263	ENSMUSG00000020864	ENSG00000154945
0.51520	0.13270	3.88244	ENSMUSG00000018347	ENSG00000154957
0.79060	0.05490	14.4007	ENSMUSG00000037788	ENSG00000154978
0.24790	0.01970	12.5838	ENSMUSG00000037458	ENSG00000155096
0.51410	0.00890	57.764	ENSMUSG00000022295	ENSG00000155097
0.38630	0.01670	23.1317	ENSMUSG00000028221	ENSG00000155099
0.84520	0.18220	4.63886	ENSMUSG00000019837	ENSG00000155115
0.42120	0.05860	7.18771	ENSMUSG00000025159	ENSG00000155229
0.62620	0.06260	10.0032	ENSMUSG00000018820	ENSG00000155256
0.32720	0.01150	28.4522	ENSMUSG00000040414	ENSG00000155287
0.59690	0.03070	19.443	ENSMUSG00000022867	ENSG00000155313
0.49230	0.04420	11.138	ENSMUSG00000002227	ENSG00000155363
0.52920	0.00000	inf	ENSMUSG00000002233	ENSG00000155366
0.87340	0.30640	2.85052	ENSMUSG00000026385	ENSG00000155368
0.57280	0.07770	7.37194	ENSMUSG00000031657	ENSG00000155393
0.98840	0.31140	3.17405	ENSMUSG00000026377	ENSG00000155438
0.59170	0.16670	3.54949	ENSMUSG00000000959	ENSG00000155463
0.49950	0.06130	8.14845	ENSMUSG00000037331	ENSG00000155506
0.69060	0.00320	215.812	ENSMUSG00000020515	ENSG00000155508
0.48750	0.03370	14.4659	ENSMUSG00000038759	ENSG00000155561
0.55280	0.05830	9.48199	ENSMUSG00000025823	ENSG00000155660
0.45200	0.10500	4.30476	ENSMUSG00000054770	ENSG00000155729
0.53430	0.00960	55.6563	ENSMUSG00000028309	ENSG00000155827
0.42170	0.01400	30.1214	ENSMUSG00000020397	ENSG00000155868
0.42390	0.00000	inf	ENSMUSG00000070934	ENSG00000155876
0.54890	0.10470	5.2426	ENSMUSG00000019763	ENSG00000155906
0.38000	0.01420	26.7606	ENSMUSG00000031197	ENSG00000155959
0.37090	0.05060	7.33004	ENSMUSG00000031600	ENSG00000155975
0.46780	0.01960	23.8673	ENSMUSG00000009647	ENSG00000156026
0.53550	0.07750	6.90968	ENSMUSG00000042507	ENSG00000156030
0.29340	0.00120	244.5	ENSMUSG00000024639	ENSG00000156052
0.36940	0.04640	7.96121	ENSMUSG00000039197	ENSG00000156110
0.53910	0.03520	15.3153	ENSMUSG00000029366	ENSG00000156136
0.34950	0.06870	5.08734	ENSMUSG00000027900	ENSG00000156171
0.74220	0.23260	3.19089	ENSMUSG00000045795	ENSG00000156232
0.48120	0.09250	5.20216	ENSMUSG00000025616	ENSG00000156256
0.60720	0.01800	33.7333	ENSMUSG00000025613	ENSG00000156261
0.80270	0.11200	7.16696	ENSMUSG00000025612	ENSG00000156273
0.35730	0.05390	6.62894	ENSMUSG00000022983	ENSG00000156304
2.77870	0.08280	33.5592	ENSMUSG00000037904	ENSG00000156381
0.54240	0.15820	3.42857	ENSMUSG00000021290	ENSG00000156411
0.69630	0.24390	2.85486	ENSMUSG00000021520	ENSG00000156467
0.47070	0.01260	37.3571	ENSMUSG00000021518	ENSG00000156471
0.27070	0.00000	inf	ENSMUSG00000058600	ENSG00000156482
0.54030	0.06770	7.9808	ENSMUSG00000020079	ENSG00000156502
0.38270	0.08040	4.75995	ENSMUSG00000036022	ENSG00000156504
0.40750	0.00100	407.5	ENSMUSG00000037742	ENSG00000156508
0.72950	0.04170	17.494	ENSMUSG00000037012	ENSG00000156515
0.98730	0.11530	8.56288	ENSMUSG00000020087	ENSG00000156521
0.76160	0.15080	5.0504	ENSMUSG00000027078	ENSG00000156587
0.27990	0.01010	27.7129	ENSMUSG00000034075	ENSG00000156599
0.60780	0.04630	13.1274	ENSMUSG00000027080	ENSG00000156603
0.32080	0.02030	15.803	ENSMUSG00000044477	ENSG00000156639
0.55740	0.13270	4.20045	ENSMUSG00000032336	ENSG00000156642
0.47590	0.13760	3.45858	ENSMUSG00000063785	ENSG00000156697
0.50590	0.20140	2.51192	ENSMUSG00000079470	ENSG00000156697
0.27460	0.04470	6.14318	ENSMUSG00000036932	ENSG00000156709
0.51350	0.17280	2.97164	ENSMUSG00000030822	ENSG00000156858
0.27940	0.03260	8.57055	ENSMUSG00000042423	ENSG00000156860
0.38250	0.03540	10.8051	ENSMUSG00000030815	ENSG00000156873
0.32480	0.00100	324.8	ENSMUSG00000089911	ENSG00000156875
0.47840	0.17010	2.81246	ENSMUSG00000029815	ENSG00000156928
0.67140	0.03640	18.4451	ENSMUSG00000033653	ENSG00000156931
0.27740	0.00930	29.828	ENSMUSG00000026239	ENSG00000156973
0.28330	0.00000	inf	ENSMUSG00000022884	ENSG00000156976
0.40660	0.00780	52.1282	ENSMUSG00000001632	ENSG00000156983
0.57460	0.18710	3.07108	ENSMUSG00000051169	ENSG00000156990
0.75180	0.18280	4.11269	ENSMUSG00000056952	ENSG00000157014
0.62150	0.01410	44.078	ENSMUSG00000030298	ENSG00000157020
0.39740	0.03810	10.4304	ENSMUSG00000022681	ENSG00000157045
0.43370	0.01080	40.1574	ENSMUSG00000030655	ENSG00000157106
0.42760	0.02540	16.8346	ENSMUSG00000041685	ENSG00000157107
0.77310	0.14410	5.36502	ENSMUSG00000028923	ENSG00000157191
0.17710	0.00000	inf	ENSMUSG00000061887	ENSG00000157216
0.49540	0.02910	17.0241	ENSMUSG00000007415	ENSG00000157259
0.71750	0.12300	5.83333	ENSMUSG00000022210	ENSG00000157326
0.48580	0.01260	38.5556	ENSMUSG00000033658	ENSG00000157349
0.81690	0.02410	33.8963	ENSMUSG00000031749	ENSG00000157350
0.59180	0.07990	7.40676	ENSMUSG00000033703	ENSG00000157353
0.44690	0.10250	4.36	ENSMUSG00000002332	ENSG00000157379
0.42370	0.04840	8.75413	ENSMUSG00000032217	ENSG00000157450
0.35510	0.00780	45.5256	ENSMUSG00000040760	ENSG00000157500
0.82660	0.05500	15.0291	ENSMUSG00000031431	ENSG00000157514
0.77170	0.04390	17.5786	ENSMUSG00000022898	ENSG00000157538
0.26890	0.00360	74.6944	ENSMUSG00000022897	ENSG00000157540
0.83780	0.03770	22.2228	ENSMUSG00000022895	ENSG00000157557
0.49150	0.03860	12.7332	ENSMUSG00000037089	ENSG00000157593
0.91360	0.15970	5.72073	ENSMUSG00000023341	ENSG00000157601
1.06690	0.21310	5.00657	ENSMUSG00000000386	ENSG00000157601
0.26080	0.02320	11.2414	ENSMUSG00000035476	ENSG00000157625
0.85730	0.18180	4.71562	ENSMUSG00000061306	ENSG00000157637
0.48700	0.07030	6.92745	ENSMUSG00000045917	ENSG00000157693
0.27270	0.01160	23.5086	ENSMUSG00000002413	ENSG00000157764
0.97600	0.03860	25.285	ENSMUSG00000029551	ENSG00000157778
0.49230	0.06030	8.16418	ENSMUSG00000029924	ENSG00000157800
0.43040	0.00040	1076	ENSMUSG00000029550	ENSG00000157837
0.31200	0.02100	14.8571	ENSMUSG00000029128	ENSG00000157869
1.32320	0.46350	2.8548	ENSMUSG00000042333	ENSG00000157873
0.98270	0.03940	24.9416	ENSMUSG00000029056	ENSG00000157881
1.10630	0.10560	10.4763	ENSMUSG00000029047	ENSG00000157911
0.60220	0.01700	35.4235	ENSMUSG00000029048	ENSG00000157916
0.78270	0.03200	24.4594	ENSMUSG00000029050	ENSG00000157933
0.69530	0.01440	48.2847	ENSMUSG00000029578	ENSG00000157954
0.93440	0.05130	18.2144	ENSMUSG00000037295	ENSG00000157978
0.60750	0.13200	4.60227	ENSMUSG00000037366	ENSG00000158006
0.67340	0.06820	9.8739	ENSMUSG00000052139	ENSG00000158019
0.50470	0.08890	5.67717	ENSMUSG00000030879	ENSG00000158042
0.65510	0.10990	5.96087	ENSMUSG00000012126	ENSG00000158062
0.81100	0.04040	20.0743	ENSMUSG00000029030	ENSG00000158109
0.45340	0.06550	6.92214	ENSMUSG00000021482	ENSG00000158122
0.86590	0.21360	4.05384	ENSMUSG00000037752	ENSG00000158156
0.31160	0.02610	11.9387	ENSMUSG00000028886	ENSG00000158161
0.38520	0.04440	8.67568	ENSMUSG00000028868	ENSG00000158195
0.58460	0.03420	17.0936	ENSMUSG00000002475	ENSG00000158201
0.38670	0.02100	18.4143	ENSMUSG00000031095	ENSG00000158290
0.64630	0.04380	14.7557	ENSMUSG00000029673	ENSG00000158321
0.61700	0.08920	6.91704	ENSMUSG00000026088	ENSG00000158411
0.59220	0.04370	13.5515	ENSMUSG00000026083	ENSG00000158417
0.42470	0.01950	21.7795	ENSMUSG00000003135	ENSG00000158435
0.34100	0.00390	87.4359	ENSMUSG00000029772	ENSG00000158467
0.63170	0.02310	27.3463	ENSMUSG00000017929	ENSG00000158470
0.51460	0.07860	6.54707	ENSMUSG00000025264	ENSG00000158526
0.62310	0.04910	12.6904	ENSMUSG00000017478	ENSG00000158545
0.34660	0.04910	7.05906	ENSMUSG00000026197	ENSG00000158552
0.72130	0.04830	14.9337	ENSMUSG00000035314	ENSG00000158555
0.92000	0.02570	35.7977	ENSMUSG00000004394	ENSG00000158604
0.50090	0.20710	2.41864	ENSMUSG00000046062	ENSG00000158615
0.40250	0.01140	35.307	ENSMUSG00000025607	ENSG00000158623
0.23300	0.02430	9.58848	ENSMUSG00000035401	ENSG00000158636
0.67280	0.01180	57.0169	ENSMUSG00000031545	ENSG00000158669
0.57870	0.01560	37.0962	ENSMUSG00000026547	ENSG00000158710
0.44360	0.07610	5.82917	ENSMUSG00000026436	ENSG00000158711
0.56250	0.02140	26.285	ENSMUSG00000026544	ENSG00000158716
0.98630	0.00520	189.673	ENSMUSG00000014470	ENSG00000158717
0.55210	0.19520	2.82838	ENSMUSG00000038235	ENSG00000158769
0.46110	0.00760	60.6711	ENSMUSG00000026641	ENSG00000158773
0.28740	0.09010	3.18979	ENSMUSG00000013997	ENSG00000158793
0.25030	0.00600	41.7167	ENSMUSG00000013973	ENSG00000158796
0.75590	0.11070	6.82836	ENSMUSG00000001065	ENSG00000158805
0.60250	0.11610	5.18949	ENSMUSG00000028756	ENSG00000158828
0.44070	0.01520	28.9934	ENSMUSG00000052423	ENSG00000158850
0.51220	0.02020	25.3564	ENSMUSG00000022099	ENSG00000158856
0.68480	0.08260	8.29056	ENSMUSG00000022095	ENSG00000158863
0.38560	0.04130	9.33656	ENSMUSG00000013593	ENSG00000158864
0.32490	0.01080	30.0833	ENSMUSG00000005674	ENSG00000158882
0.44790	0.04550	9.84396	ENSMUSG00000033712	ENSG00000158941
0.50300	0.00000	inf	ENSMUSG00000052298	ENSG00000158985
0.39650	0.06590	6.01669	ENSMUSG00000035704	ENSG00000159063
1.14540	0.04810	23.8129	ENSMUSG00000015095	ENSG00000159069
0.48530	0.05170	9.38685	ENSMUSG00000022973	ENSG00000159082
0.46050	0.02170	21.2212	ENSMUSG00000022974	ENSG00000159086
0.73500	0.45310	1.62216	ENSMUSG00000022971	ENSG00000159110
0.64800	0.18710	3.46339	ENSMUSG00000001445	ENSG00000159111
0.77490	0.32950	2.35175	ENSMUSG00000022965	ENSG00000159128
0.62740	0.07960	7.88191	ENSMUSG00000022962	ENSG00000159131
0.29670	0.07200	4.12083	ENSMUSG00000022961	ENSG00000159140
0.55330	0.13530	4.08943	ENSMUSG00000022960	ENSG00000159147
0.53030	0.00240	220.958	ENSMUSG00000026421	ENSG00000159176
0.29380	0.05850	5.02222	ENSMUSG00000006057	ENSG00000159199
